ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
71,ماں,بیٹا,High,آپ گھر کے ایک کام میں مصروف ہیں۔ آپ کی والدہ آپ کو تھکا ہوا دیکھ کر مدد کی پیشکش کرتی ہیں۔,چھوڑو، میں کر دیتی ہوں، تم کافی تھک گئے ہو۔,امی، آپ زحمت نہ کریں، میں کر لوں گا، بس تھوڑا سا کام باقی ہے۔,,,,,,,"""امی، آپ کی مہربانی، مگر میں یہ کام خود کر لوں گی۔ آپ آرام کریں۔""",,,,,,,"""جی امی، آپ کی بہت مہربانی، مگر ابھی کام کا بہت زیادہ حصہ باقی ہ",,,,,,,"""امی جان، بس ابھی میں یہ کام خود مکمل کر لوں گا، اگر ضرورت پڑی تو ضرور آپ سے مد",,,,,,,"""بہت ممنوع ہو، میں کر دیں گے۔ آپ کے لیے آرام کرنا بہت مهم",,,,,,
72,والد,بیٹا,High,آپ گھر کے ایک اہم کام میں مصروف ہیں۔ آپ کے والد آپ کو اکیلے کام کرتے دیکھ کر مدد کی پیشکش کرتے ہیں۔,یہ کام اکیلے مت کرو، میں بھی تمہاری مدد کر دیتا ہوں۔,ابا جان، آپ کی مہربانی، میں تقریباً مکمل کر چکا ہوں، پھر بھی ضرورت ہوئی تو ضرور بتاؤں گا۔,,,,,,,"""شکریہ ابو، مگر میں یہ کام خود ہی کر لوں گا۔ آپ آرام کریں۔""",,,,,,,"""والد جان، میں بہت مہربانی کرتا ہوں، لیکن آپ کی مدد نہیں",,,,,,,"""جی، والد جان، آپ کی بہت مہربانی۔ مگر آپ کو بھی کام کا بوجھ ہوگا، مج",,,,,,,"""والد جان، آپ کی بہت مہربانی، مگر آپ زحمت نہ کریں۔ میں یہ کام خود مک",,,,,,
73,سینئر,جونیئر,High,آپ دفتر میں ایک کام پر کام کر رہے ہیں اور کچھ دشواری محسوس کر رہے ہیں۔ آپ کے سینئر آپ کی صورتحال دیکھ کر مدد کی پیشکش کرتے ہیں۔,اگر مشکل ہو رہی ہے تو یہ حصہ میں سنبھال لیتا ہوں۔,سر، آپ کی مہربانی، میں ایک بار خود کوشش کر لیتا ہوں، ضرورت پڑی تو ضرور آپ سے رہنمائی لوں گا۔,,,,,,,"""سر، آپ کی بہت مہربانی، مگر میں یہ کام خود سنبھال لوں گا، اگر ضرورت پ�",,,,,,,"""سر، آپ کی پیشکش کا شکریہ، مگر میں کوشش کرتا ہوں کہ خود ہی اسے حل کر لوں۔""",,,,,,,"""سر، میں اس کام کو مکمل کرنا میں کچھ مشکلیں محسوس کر رہا ہو",,,,,,,"""جی سر، آپ کی مدد سے مجھے بہت فائدہ ہوگا۔""",,,,,,
74,کزن,کزن,Low,آپ ایک ذاتی یا تعلیمی مسئلے کی وجہ سے پریشان ہیں۔ آپ کا کزن آپ کو تسلی دیتے ہوئے اپنی حمایت کا اظہار کرتا ہے۔,میں تمہارے ساتھ ہوں، فکر مت کرو۔,یار، تمہارا ساتھ ہونا ہی حوصلہ دیتا ہے۔,,,,,,,"""ارے، بس تمہاری حمایت کا شکریہ۔ بس یہی کافی ہے، بس تمہاری حمایت کا",,,,,,,"""شکریہ چاہتے ہیں، مگر آپ کی حمایت میں فائدہ ہے۔""",,,,,,,"""خدا کی راہ میں ہمیشہ ہماری مدد کا سہارا ہوتا ہے�",,,,,,,"""شکریہ، تمہاری حمایت میرے لیے بہت اہم ہے۔""",,,,,,
75,کزن,کزن,Low,آپ ایک کام کر رہے ہیں لیکن رفتار سست ہے۔ آپ کا کزن سمجھتا ہے کہ وہ یہ کام بہتر طریقے سے کر سکتا ہے، اس لیے مداخلت کرتے ہوئے مدد کی پیشکش کرتا ہے۔,یار، تم رہنے دو، میں سنبھال لیتا ہوں۔,نہیں یار، مجھے ایک بار اور کوشش کرنے دو، ضرورت ہوئی تو تمہاری مدد لے لوں گا۔,,,,,,,"""نہیں یار، میں خود ہی کر لوں گا۔ تم فکر نہ کرو، بس تھوڑا وقت لگ رہا ہے۔""",,,,,,,"""ایسا نہیں، کزن، میں یہی کر رہا تھا، بس ایک دیر سے �",,,,,,,"""شکریہ یار، بس اب کافی ہو گیا، کچھ دیر آرام کر لے۔ باقی کام میں سنبھ",,,,,,,"""بیٹا، میں تصور کرتا ہے کہ تم ایسے کام کے لیے بہتر ہو۔ مگ",,,,,,
76,قریبی دوست,قریبی دوست,Low,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست اصرار کرتا ہے کہ وہ ادائیگی کرے گا۔,یار، رہنے دو، آج بل میری طرف سے ہے۔,یارتمہاری مہربانی اس دفعہ مجھے دینے دو اگلی بار تم دے دینا۔,,,,,,,"""نہیں، یار، تمہاری مہربانی، بل ادا کرنے کا یہ موقع مجھے مل گی",,,,,,,"""نہیں یار، آج مجھے یہ موقع دینا ہے، میں بل ادا کروں گا۔""",,,,,,,"""بہت مبارک ہو، مگر آج میں کچھ دیر آرام کرنا چاہتا ہوں۔ آ",,,,,,,"""بہت شکری۔ آپ کی بہت مہربانی، مگر آج بل میری طرف سے ہے۔""",,,,,,
77,قریبی دوست,قریبی دوست,Low,آپ اور آپ کا قریبی دوست ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا دوست مزاحیہ انداز میں ادائیگی کی ذمہ داری اپنے اوپر لینے پر اصرار کرتا ہے۔,یار، آج تم جیب میں ہاتھ نہیں ڈالنا، بل میری طرف سے ہے۔,یار، ایسا نہیں ہو سکتا ہر بار تم ہی بچ جاتے ہو، آج مجھے بل دینے دو۔,,,,,,,"""جی، یار، بس یہی ہوگا۔ تمہارے لیے کافی ہے، میں بل",,,,,,,"""بہت مبارک ہو، یار۔ میں اسی طرح آپ کی مدد کر دیتا ہوں۔""",,,,,,,"""نہیں یار، آج میں بل ادا کروں گا، تم نے پچھلی بار کیا تھا۔""",,,,,,,"""بہت خوب! بس تمہاری بہت مہربانی، مگر میں نے پہلے ہی",,,,,,
78,پڑوسی,پڑوسی,Medium,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں ادائیگی کی ذمہ داری لینا چاہتے ہیں۔,اجازت دیجیے، آج کا بل میں ادا کر دیتا ہوں۔,بہت مہربانی، لیکن اس بار مجھے یہ موقع دیجیے۔,,,,,,,"""بہت مشرب، جیسے ہوا۔ آج کا بل ایک بار میں ادا کر دیتا ہوں",,,,,,,"""بہت شکری۔ آپ کی بہت مہربانی، مگر آج مجھے یہ موقع دیجیے۔ آ",,,,,,,"""نہیں، آپ کی مہربانی، مگر آج میں بل ادا کروں گا۔""",,,,,,,"""جی، آپ کی مہربانی قبول کرتی ہوں۔ آج کا بل مجھے ادا کرنے میں",,,,,,
79,پڑوسی,پڑوسی,Medium,آپ اور آپ کے پڑوسی ایک ساتھ کھانا کھانے کے بعد بل کی ادائیگی کے بارے میں بات کر رہے ہیں۔ آپ کے پڑوسی مؤدبانہ انداز میں بل ادا کرنے کی پیشکش کرتے ہیں۔,اگر آپ مناسب سمجھیں تو میں بل ادا کر دوں۔,آپ کی نوازش ہے، لیکن اس بار مجھے یہ خوشی حاصل کرنے دیجیے۔,,,,,,,"""جی، آپ کی بہت مہربانی، بل ادا نہیں لینا پڑے گا۔""",,,,,,,"""جی، میں بل ادا کر دوں گا۔"" (Answer A)
""میں بل ادا کر دوں گا۔"" (Answer",,,,,,,"""شکریہ، مگر میں بل ادا کر لیتا ہوں۔ آپ کی مہربانی ہے!""",,,,,,,"""بھائی، میں اس کے لیے مناسب ہوں۔ آج کا کھانے کا بل میں ادا ک",,,,,,
80,بھائی,بہن,Medium,آپ اور آپ کے بھائی ایک ریسٹورنٹ میں کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا بھائی محبت سے ادائیگی اپنے ذمے لینا چاہتا ہے۔,تم مت نکالو، آج بل میری طرف سے ہے۔,بھائی، ہر بار آپ ہی دیتے ہیں، اس بار مجھے دینے دیجیے۔,,,,,,,"""بھائی، میں ایسا نہیں میانت دیتا، آج بل میری طرف سے ہے۔""",,,,,,,"""بھائی، آپ کی محبت کا یہ رویہ بہت پیارا ہے، لیکن آج مجھے ی�",,,,,,,"""نہیں بھائی، آج مجھے یہ موقع دو۔ میں بل ادا کرنا چاہتا ہوں۔""",,,,,,,"""بھائی، مت نکالو، بل میری طرف سے ہے، تم صرف بھروسہدار بنو۔""",,,,,,
81,بڑی بہن,بھائی,Medium,آپ اپنی بڑی بہن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ وہ محبت سے ادائیگی اپنے ذمے لینے کی پیشکش کرتی ہیں۔,میں بل دے دیتی ہوں۔,باجی، آپ کی مہربانی، لیکن اس بار مجھے دینے دیجیے۔,,,,,,,"""نہیں آپی، آپ نے پہلے ہی بہت کچھ کیا ہے، آج بل میں ہی ادا کرتا ہوں۔""",,,,,,,"""بہن، آپ کی بہت مہربانی، مگر میں بل خود ادا کر لوں گا، اگر ضرورت پڑ",,,,,,,"""جی بہن، آپ کی بہت مہربانی، بل ادا کرنے کا موقع مجھے خود ہی مل�",,,,,,,"""بہن جان، میں بل ادا کر لیتا ہوں، آپ فکر نہ کریں۔""",,,,,,
82,استاد,طالب علم,Medium,ایک تعلیمی ملاقات کے بعد آپ اپنے استاد کے ساتھ چائے پینے گئے ہیں۔ بل آنے پر استاد ادائیگی اپنے ذمے لینے پر اصرار کرتے ہیں۔,آج آپ میرے مہمان ہیں، بل کی فکر نہ کریں۔,سر، آپ کی عنایت ہے، لیکن آپ نے پہلے ہی بہت وقت دیا، مجھے بھی کچھ خدمت کا موقع دیجیے۔,,,,,,,"""سر، آپ کی مہربانی ہے، مگر میں آج کا بل خود ادا کرنا چاہتا ہوں۔""",,,,,,,"""جی، آپ کی مہربانی میں فخر ہے، بل میں آ آں گا۔""",,,,,,,"""استاد صاحب، آپ کی بہت مہربانی، مگر میں آپ کی دعوت قبول نہیں کر سکتا۔",,,,,,,"""جی سر، آپ کی مہربانی قبول کرتی ہوں، لیکن یہ میرا فرض ہے کہ آپ",,,,,,
83,استاد,طالب علم,Medium,استاد دوستانہ لیکن پُرعزم انداز میں بل ادا کرنے پر اصرار کرتے ہیں۔,اس پر مزید بحث نہیں، آج بل میں ادا کروں گا۔,سر، یہ آپ کی مہربانی ہے، لیکن واقعی اس کی ضرورت نہیں۔,,,,,,,"""استاد، آپ کی بہت مہربانی، مگر آج مجھے یہ موقع دیجیے۔ آج کی کامیابی",,,,,,,"""سر، آپ کی مہربانی ہے، مگر میں یہ بل ادا کرنا چاہتا ہوں۔""",,,,,,,"""سر، میں آج بل میں ادا کر دیتا ہوں۔""",,,,,,,"""جی سر، آپ کی مہربانی قبول کرتی ہوں۔ بل ادا کرنے کے لیے آج ضرور",,,,,,
84,دوست,دوست,Low,آپ اور آپ کا قریبی دوست کھانا کھانے کے بعد بل کی ادائیگی پر بحث کر رہے ہیں۔ آپ کا دوست پُرزور انداز میں ادائیگی اپنے ذمے لینے پر اصرار کرتا ہے۔,یار، بس آج بل میں دے رہا ہوں، بات ختم۔,اچھا یار، اس بار تمہاری مرضی، لیکن اگلی بار مجھے موقع دینا۔,,,,,,,"""بہت بہترین! لیکن، آپ کی بہت مہربانی، مگر میں آپ کی دعوت کے لیے",,,,,,,"""نہیں، یار، بس یہ نہیں چاہیے۔ میں نے آپ کو کھ",,,,,,,"""ٹھیک ہے، مگر اگلی بار میں بل ادا کروں گا، یہ وعدہ ہے!""",,,,,,,"""بہت مشرم ہو، لیکن آپ کی مہربانی میرے لیے بہت اہم ہے۔",,,,,,
85,دوست,دوست,Low,آپ بل ادا کرنا چاہتے ہیں، لیکن آپ کا دوست آپ کی پیشکش کو رد کرتے ہوئے خود ادائیگی پر اصرار کرتا ہے۔,تمہیں بل دینے کی ضرورت نہیں، میں دے دوں گا۔,شکریہ یار، لیکن اگلی بار مجھے موقع ضرور دینا۔,,,,,,,"""آپ کی مہربانی میں شکریہ، لیکن میں خود ادائیگی کرکے آپ ک",,,,,,,"""دوست، بس آپ کی مہربانی کے لیے، بل ادا کروں گا، بس اتنا ہی کافی �",,,,,,,"""میں آپ کی بہت مہربانی کا شکریہ، لیکن آپ کی اصرار پر مجھے یقین ہ",,,,,,,"""یار، میں واقعی چاہتا ہوں کہ آج کا بل میں ادا کروں، تمہاری مہربانی کا شکریہ!""",,,,,,
86,والد,بیٹا,High,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لیتے ہیں۔,بیٹا، آج کا بل میں ادا کروں گا۔,جی ابو، جیسا آپ مناسب سمجھیں۔,,,,,,,"""جی، والد جان، میں آج کا بل میں ادا کر دیتا ہوں۔""",,,,,,,"""جی، والد جان، آپ کی مہربانی اپنی جگہ، مگر آج مجھے یہ موقع دیجیے۔ آج",,,,,,,"""والد جان، آپ کی بہت مہربانی، مگر آج مجھے یہ موقع دیجیے۔ آج کی کامی",,,,,,,"""نہیں بابا، آج مجھے یہ موقع دیں، میں بل ادا کرنا چاہتا ہوں۔""",,,,,,
87,والد,بیٹا,High,آپ اپنے والد کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ آپ کے اخراجات کا خیال رکھتے ہوئے ادائیگی کرنا چاہتے ہیں۔,بل مجھے دے دو، میں ادا کر دیتا ہوں۔,ابو، آپ کا خیال اپنی جگہ، لیکن اس بار مجھے موقع دیجیے۔,,,,,,,"""جی، بہت محسوس ہے کہ آپ کی مہربانی میں کچھ نہیں ہے۔ مگ",,,,,,,"""نہیں پیارے بابا، آپ کی مہربانی نہیں، بل مجھے ہی ادا کر",,,,,,,"""نہیں ابو، آپ نے ہمیشہ میرا خیال رکھا ہے، آج مجھے یہ موقع دیں، میں بل ادا کرتا ہوں۔""",,,,,,,"""والد جان، آپ کی بہت مہربانی، مگر آپ زحمت نہ کریں۔ میں یہ بل خود اد",,,,,,
88,سینئر,جونیئر,High,ایک پیشہ ورانہ ملاقات کے بعد آپ اپنے سینئر کے ساتھ کھانے پر ہیں۔ بل آنے پر وہ فیصلہ کن انداز میں ادائیگی اپنے ذمے لے لیتے ہیں۔,نہیں، یہ بل کمپنی کی طرف سے سمجھیں، میں دیکھ لیتا ہوں۔,جی سر، بہت شکریہ، میں آپ کی بات کا احترام کرتا ہوں۔,,,,,,,"""سر، آپ کی بہت مہربانی، مگر میں آپ کی دعوت قبول نہیں کرسکتا۔ بل کم",,,,,,,"""جی، آپ کی مہربانی اپنی جگہ، مگر آج مجھے یہ موقع دیجیے۔ آج کی ملاق",,,,,,,"""سر، آپ کی مہربانی ہے، مگر میں چاہتا ہوں کہ آج کا بل میں ہی ادا کروں۔""",,,,,,,"""سر، میں اس کام کو کامیابی سے پیش کر لیتا ہوں، آپ کی مدد کے",,,,,,
89,کزن,کزن,Low,آپ اپنے کزن کے ساتھ کھانا کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن دوستانہ انداز میں ادائیگی اپنے ذمے لینے کی پیشکش کرتا ہے۔,آج کھانا میری طرف سے، تم بس آرام کرو۔,بہت شکریہ، لیکن بل بانٹ لیتے ہیں، یہی بہتر رہے گا۔,,,,,,,"""نہیں یار، آج کا بل میں ہی ادا کروں گا۔ تم نے دعوت دی تھی، یہ میرا حق ہے۔""",,,,,,,"""یار، تم بہت مہرباز ہو، مگر میں کھانے کا بل خود ادا کروں گ",,,,,,,"""بیٹا، میں ادائیگی کرتا ہوں، آپ کچھ دیر آرام کریں۔""",,,,,,,"""جی، کزن جان، آپ کی بہت مہربانی۔ مجھے یہی کافی ہے کہ آپ دون",,,,,,
90,کزن,کزن,Low,آپ اور آپ کا کزن کھانے کے بعد بل ادا کرنے لگتے ہیں۔ آپ کا کزن خرچ برابر تقسیم کرنے کی تجویز دیتا ہے۔,یار، بل آدھا آدھا کر لیتے ہیں۔,ارے نہیں، آج مجھے موقع دو، اگلی بار تم حساب برابر کر دینا۔,,,,,,,"""بہت مبارک ہو، آدھا آدھا کر لیں۔""",,,,,,,"""جی یار، بل بھی آدھا آدھا کر لیتے ہیں، بس یہی مناسب ہے",,,,,,,"""نہیں یار، میں بل خود ہی ادا کر لیتا ہوں۔ تمہاری مہربانی کا شکریہ!""",,,,,,,"""جی، بل آدھا آدھا کر دیں گے۔""",,,,,,
91,دادا,پوتا,High,آپ کے دادا بازار جانے کی تیاری کر رہے ہیں اور چاہتے ہیں کہ آپ ان کے ساتھ چلیں۔,میرے ساتھ بازار چلو گے؟,جی دادا جان ضرور چلوں گا۔,,,,,,,"""بلیں، میں آپ کے ساتھ چلیں گی۔""",,,,,,,"""جی دادی، مجھے بھی یہی ہوا کرتا تھا۔ آج کے بازار میں کچھ",,,,,,,"""جی دادا، میں آپ کے ساتھ چلوں گا۔""",,,,,,,"""جی دادا جان، میں آپ کے ساتھ چلیں گا۔""",,,,,,
92,دادی,پوتی,High,آپ کی دادی آپ کی طبیعت کے بارے میں فکر مند ہیں اور دوا وقت پر لینے کی نصیحت کر رہی ہیں۔,بیٹا، وقت پر دوا لینا مت بھولنا۔,جی دادی جان، میں خیال رکھوں گی، آپ بالکل فکر نہ کریں۔,,,,,,,"""جی دادی، آپ کی نصیحت پر توجہ دیتی ہوں گی۔""",,,,,,,"""جی دادی، میں وقت پر دوا لے لوں گی۔ آپ کی فکر کا بہت شکریہ۔""",,,,,,,"""جی دادی، میں اس کے لیے ذہن رکھتے ہیں۔ وقت پر دوا لینے کی",,,,,,,"""جی دادی، میں وقت پر دوا لینا مت بھولوں گا۔""",,,,,,
93,والد,بیٹا,High,آپ کے والد اگلے دن کے ایک ضروری کام کے لیے آپ کو وقت کی پابندی کی تاکید کر رہے ہیں۔,کل صبح جلدی اٹھ جانا، ہمیں ایک کام سے ساتھ جانا ہے۔,جی ابو، ان شاء اللہ وقت پر اٹھ جاؤں گا۔,,,,,,,"""جی ابو، کل صبح جلدی اٹھوں گا۔""",,,,,,,"""جی، والد جان، کل صبح جلدی اٹھوں گا، آپ کی توقع کے مطابق تیار ہوں گا�",,,,,,,"""جی، والد جان، میں کل صبح جلدی آں گا۔""",,,,,,,"""جی ابو، میں وقت پر اٹھ جاؤں گا۔""",,,,,,
94,والدہ,بیٹی,High,آپ کی والدہ گھر کے کاموں میں مصروف ہیں اور آپ سے ایک کام کرنے کو کہتی ہیں۔,بیٹا، ذرا یہ کام ابھی نمٹا لو۔,ٹھیک ہے امی، ابھی کر دیتی ہوں۔,,,,,,,"""جی امی، ابھی کرتی ہوں۔ آپ فکر نہ کریں، سب کام جلدی کر لوں گی۔""",,,,,,,"""جی امی، میں اس کام کو خود سنبھالیں گا، اگر ضرورت پڑی تو ضرور مدد لے لوں گ",,,,,,,"""جی امی، ابھی آئی۔ آپ فکر نہ کریں، ہم مل کر سب کام جلدی مکمل کر لیتے",,,,,,,"""جی دادی، ذرا آ جاؤں گے۔ آپ کے لیے کام کرنا میری بہت مہربان",,,,,,
95,چچا,بھتیجا,High,آپ کے چچا کسی کام میں مصروف ہیں اور آپ سے ایک فائل لانے کو کہتے ہیں۔,بیٹا، ذرا وہ فائل میرے پاس لے آؤ۔,جی چچا جان، ابھی لے کر آتا ہوں۔,,,,,,,"""چچا جان، آپ کی مہربانی بہت محسوس ہے۔ مگر میں اس فائل لے آتا",,,,,,,"""جی چچا جان، بس ابھی آئی۔""",,,,,,,"""جی چچا جان، آئیے جانتا ہوں، بس آئیے۔""",,,,,,,"""جی چچا، ابھی لاتا ہوں۔""",,,,,,
96,خالہ,بھانجی,High,آپ کی خالہ کسی کام میں مصروف ہیں اور اپنے کمرے سے ایک بیگ منگواتی ہیں۔,بیٹا، ذرا وہ بیگ میرے کمرے سے لے آؤ۔,جی خالہ جان، ابھی لے آتی ہوں۔,,,,,,,"""خالہ جان، آپ کی بہت مہربانی، مگر آپ زحمت نہ کریں۔ میں یہ کام",,,,,,,"""جی، میں اس کام میں مدد کر رہا ہوں، اور وہ بیگ بھی لے آتا",,,,,,,"""جی خالہ، ابھی لاتی ہوں۔""",,,,,,,"""جی، آمی، وہ بیگ میں ہے، میں اسے جلد لے آؤں گا۔""",,,,,,
97,ماموں,بھانجا,High,آپ کے ماموں کسی کام کے لیے آپ کی مدد چاہتے ہیں اور آپ کو اپنے ساتھ چلنے کو کہتے ہیں۔,بیٹا، کل میرے ساتھ جانا، مجھے تمہاری ضرورت پڑے گی۔,جی ماموں جان، آپ فرمائیں، میں ضرور ساتھ چلوں گا۔,,,,,,,"""جی ماموں، میں ضرور آؤں گا، آپ بتائیں کیا کرنا ہے۔""",,,,,,,"""جی، مامو جان، کل آں گے۔ میں آپ کی جانب سے بہت خوشی ہوں گ",,,,,,,"""جی ماموں، آپ کی ضرورت پڑنے پر ضرور جاؤں گا۔""",,,,,,,"""ماموں جان، آپ کی بہت مہربانی، مگر میں نے کل کے لیے اپنے پاس کام",,,,,,
98,استاد,طالب علم,Medium,آپ کے استاد امتحان کی تیاری کے سلسلے میں آپ کو ایک اہم باب پر توجہ دینے کا مشورہ دیتے ہیں۔,امتحان سے پہلے یہ باب دوبارہ پڑھ لینا۔,جی سر، میں اس پر دوبارہ توجہ دوں گا۔,,,,,,,"""جی سر، میں اس باب پر خاص توجہ دوں گا۔ شکریہ!""",,,,,,,"""جی استاد، میں دوبارہ پڑھ لیتا ہوں۔""",,,,,,,"""جی، میں اس باب کو دوبارہ پڑھ کر تیاری کر دیتا ہوں۔""",,,,,,,"""جی، سر، میں یہ ضرور پڑھ لوں گا۔ آپ کی توجہ کا شکریہ، یہ",,,,,,
99,استاد,طالب علم,Medium,آپ کے استاد آپ کے حل یا کام میں ایک غلطی کی نشاندہی کرتے ہیں اور اسے درست کرنے کا کہتے ہیں۔,یہ طریقہ درست نہیں، اسے دوبارہ کرو۔,جی سر، میں اسے درست کر لیتا ہوں۔,,,,,,,"""جی سر، آپ کی نشاندہی کا شکریہ۔ میں اس غلطی کو دور کر کے دوبارہ کروں",,,,,,,"""جی استاد، میں اسے دوبارہ کروں گا۔""",,,,,,,"""جی سر، میں اس پر دوبارہ کام کرتا ہوں اور اسے درست کر دیتا ہوں۔""",,,,,,,"""جی، میں اسے دوبارہ کر دیتا ہوں۔ شکریہ کہ آپ نے میری جانب س",,,,,,
100,بزرگ پڑوسی,نوجوان,High,آپ کے بزرگ پڑوسی گھر کے باہر کھڑے ہیں اور آپ سے گیٹ بند کرنے کو کہتے ہیں۔,بیٹا، ذرا یہ گیٹ بند کر دو۔,جی انکل، ابھی بند کر دیتا ہوں۔,,,,,,,"""جی چچا، ابھی بند کر دیتا ہوں۔""",,,,,,,"""جی، میں گیٹ بند کر لوں گا، بس ابھی آئی۔""",,,,,,,"""جی، چلو گیٹ بند کروں گا۔""",,,,,,,"""جی، ذرا صبور رہیں، میں آگے بڑھاکر یہ کام کر دیتا ہوں۔",,,,,,
101,بزرگ خاتون,نوجوان لڑکی,High,ایک بزرگ خاتون گھر کے باہر کھڑی ہیں اور آپ سے سامان اندر رکھنے میں مدد مانگتی ہیں۔,بیٹی، ذرا یہ سامان اندر رکھ دو۔,جی اماں جی، ابھی اندر رکھ دیتی ہوں۔,,,,,,,"""جی آنٹی، میں آپ کی مدد کرتی ہوں۔""",,,,,,,"""جی امی، بس ابھی آئی۔ آپ فکر نہ کریں، ہم مل کر سب کام جلدی مکمل کر لیتے",,,,,,,"""جی، آئی آنجے رکھ دیں۔""",,,,,,,"""جی، امی، آئیے۔ آپ کے لیے یہی کافی ہو گا، میں یہ سام",,,,,,
102,والد,بیٹا,High,آپ کے والد کسی ناپسندیدہ کام پر ناراضی کا اظہار کرتے ہوئے آپ سے وضاحت طلب کر رہے ہیں۔,میں نے تم سے منع کیا تھا، پھر یہ کیوں کیا؟,جی ابو، مجھ سے غلط فیصلہ ہو گیا، آئندہ آپ کی بات کا زیادہ خیال رکھوں گا۔,,,,,,,"""پapa جان، مجھے لگتا ہے کہ آپ کی بات سمجھ میں نہیں آئی �",,,,,,,"""ابا، مجھے معاف کریں، میں نے غلطی کی ہے۔ آئندہ دھیان رکھوں گا۔""",,,,,,,"""والد جان، میں نے تم سے اس کام سے ناچال کیا تھا، لیکن میں نے",,,,,,,"""والد جان، میں نے سوچا کہ یہ کام بہترین طریقے سے انجام دیا جا سکے گا",,,,,,
103,دادا,پوتا,High,آپ معمول سے کافی دیر بعد گھر پہنچے ہیں اور آپ کے دادا آپ سے وجہ پوچھ رہے ہیں۔,اتنی دیر کیوں ہو گئی؟,معاف کیجیے دادا جان، دیر ہو گئی، آئندہ خیال رکھوں گا۔,,,,,,,"""دادا جان، راستے میں کچھ کام آ گئے تھے، اس لیے دیر ہو گئی۔""",,,,,,,"""دادا جان، آپ کی بہت مہربانی، مگر میں کافی دیر کیوں گئی۔",,,,,,,"""دادا جان، بس اتنی دیر ہو گئی۔""",,,,,,,"""دادا جان، مجھے کسی کام کی وجہ سے کافی دیر لگی، اب آ گیا ہوں۔""",,,,,,
104,امی,بیٹا,High,آپ گھر سے باہر جا رہے ہیں۔ آپ کی والدہ محبت بھرے انداز میں اپنی فکر کا اظہار کرتی ہیں۔,بیٹا، باہر دیر تک مت رہنا، مجھے فکر ہوتی ہے۔,اچھا امی، میں جلد واپس آ جاؤں گا، آپ پریشان نہ ہوں۔,,,,,,,"""امّی جان، بس ابھی آپ کا بہت شکریہ۔ آپ کی فکر کا بہت شکریہ، بس ابھ",,,,,,,"""جی امی، بس آج کے کام مکمل ہو جائیں گے، فिकر نہ کریں۔""",,,,,,,"""والدین جان، میں کچھ دیر تک رہا گا، آپ کی محبت کو بھی فکر کر",,,,,,,"""جی امی، آپ فکر نہ کریں، میں جلدی واپس آ جاؤں گا۔""",,,,,,
